NUMERO> ;NOME>                    ;SNS>       ;ABO;Rh>;SEXO>;DATA NASC.> ;RUA>                    ;CÓD. POSTAL>;LOCALIDADE>     ;PAÍS>        ;E-MAIL>                                   ;TEL.>     ;TELM.>    
715273;Angela Preston;987522198;AB;-;F;16-02-1968;Ap #158-4609 Feugiat Rd.;4628-262;Barcelos;Portugal;at.nisi.Cum@nonantebibendum.com;297557143;958565198
144897;Amity Fry;260772364;B;+;F;22-12-1969;Ap #424-2653 Nullam Rd.;4649-295;Porto;Portugal;velit@nequetellusimperdiet.com;265361862;937881315
531599;Xavier Dunn;736158604;O;-;M;25-10-1963;Ap #483-1538 Pellentesque. St.;4427-499;Barcelos;Portugal;enim.Etiam.imperdiet@placeratorci.com;232777415;976971744
622839;Branden Gill;268349930;AB;+;M;10-07-1956;Ap #144-6953 Donec Street;4929-847;Coimbra;Portugal;semper@magnaSuspendisse.co.uk;285249725;973342998
213184;Iona Eaton;273003140;AB;-;F;18-12-1986;7760 Fusce Rd.;4966-868;Lisboa;Portugal;ultrices@fringillaornareplacerat.ca;229128371;938129958
868505;Jennifer Hale;576352415;O;+;M;17-03-1986;P.O. Box 884, 1214 Pede, St.;4367-584;Braga;Portugal;cursus.Integer.mollis@a.co.uk;269657837;961628843
331683;Lionel Santos;730113128;A;-;M;10-02-1986;Ap #228-272 Donec St.;4343-992;Guimarães;Portugal;quis.urna@pedeet.com;259729198;959286915
186558;Cailin Mathis;723590407;B;+;F;24-10-1964;438 Lorem Rd.;4482-214;Braga;Portugal;ipsum.non@elit.ca;234383725;991112465
379503;Zephr Sutton;524871668;A;-;F;09-02-1965;218-6996 Molestie Ave;4248-765;Braga;Portugal;bibendum.ullamcorper.Duis@utcursusluctus.net;278719478;961832529
812660;Castor Mcclain;799475321;AB;-;F;06-01-1985;3564 Mauris Ave;4934-787;Coimbra;Portugal;euismod@dolor.edu;219491997;948497654
151967;Joseph Walls;647329134;AB;-;M;16-04-1990;7474 Quam. Ave;4396-897;Barcelos;Portugal;natoque.penatibus@erosnectellus.ca;295868298;989759614
358622;Serena Aguilar;359497933;B;+;F;29-10-1993;P.O. Box 681, 1482 Ipsum. Avenue;4619-323;Coimbra;Portugal;dui.in.sodales@justoProinnon.net;236842453;945946818
555861;Willa Vasquez;408028829;O;-;M;30-06-1992;P.O. Box 455, 5081 Magna Ave;4432-377;Braga;Portugal;lectus.Cum@massaVestibulumaccumsan.com;285869668;949412922
356208;Fritz Lane;361032898;AB;+;M;13-08-1974;Ap #430-4294 Et St.;4122-524;Braga;Portugal;erat@fringillaornare.org;273467493;956728566
163877;Wendy Dominguez;491645462;AB;+;M;20-10-1967;516-3077 Eu Rd.;4142-881;Guimarães;Portugal;id.mollis@Nullamscelerisqueneque.com;222267462;931931273
985674;Ryan Castillo;256309402;AB;+;F;24-11-1978;415-3423 Non Avenue;4397-845;Braga;Portugal;interdum@ametconsectetueradipiscing.org;268433654;917158787
742611;Lunea Snider;991501051;O;-;M;14-06-1988;396-8995 Lorem Road;4859-256;Barcelos;Portugal;Phasellus@auctor.ca;212329767;942349762
868827;Alisa Brown;600523088;B;+;M;29-01-1990;P.O. Box 416, 4867 Donec Rd.;4298-789;Barcelos;Portugal;tellus@mauris.net;268114329;967976685
531056;Alden Richmond;722686119;AB;+;M;02-11-1989;Ap #298-8247 Dis Ave;4119-231;Lisboa;Portugal;parturient.montes.nascetur@fermentum.edu;229238544;935856453
675241;Robin Montgomery;405217976;AB;+;F;30-04-1989;Ap #142-2719 Donec Road;4775-488;Guimarães;Portugal;Etiam@quamelementumat.edu;291912655;989622379
112329;Sonia Barnes;771554837;O;+;F;01-09-1983;248-3555 Pede Rd.;4886-965;Lisboa;Portugal;ligula.eu.enim@Curabiturut.co.uk;238594359;972625684
334496;Roanna Morton;397369690;O;+;M;11-10-1962;895-6096 A, St.;4197-382;Lisboa;Portugal;In.tincidunt.congue@sed.net;264648895;954125312
247601;Eliana Dominguez;442116873;O;-;M;21-10-1990;532-4559 Donec Street;4915-982;Porto;Portugal;Nulla@venenatisa.com;247775433;986373372
715719;Yetta Floyd;702400853;AB;+;F;17-05-1982;Ap #446-8000 Nulla Ave;4813-816;Guimarães;Portugal;ultrices@Crasvulputate.net;258513238;944672967
448574;Brandon Mullen;973557528;AB;+;F;30-12-1989;P.O. Box 599, 5684 Phasellus Ave;4345-866;Barcelos;Portugal;Nam@ipsum.net;264385196;964793288
383333;Adrian Marshall;632831294;AB;-;M;30-10-1984;P.O. Box 996, 2351 Auctor Ave;4645-249;Lisboa;Portugal;pulvinar@mipede.org;255227711;921816126
710103;Xyla Shaw;639132440;AB;+;M;15-01-1956;P.O. Box 475, 2325 Mauris Avenue;4628-133;Guimarães;Portugal;Nulla.dignissim.Maecenas@ipsumDonec.edu;279527131;932631562
800566;Fitzgerald Sullivan;666067655;A;-;F;11-02-1961;P.O. Box 698, 6683 Rutrum Ave;4192-345;Barcelos;Portugal;sem@etnetus.edu;256114758;923774593
478035;Norman Diaz;877358352;A;+;M;01-06-1965;294-2794 Phasellus Avenue;4923-985;Lisboa;Portugal;dapibus@eratneque.net;217514467;954227887
720803;McKenzie Mckee;512943556;O;+;M;06-02-1967;8507 Nullam Ave;4558-436;Braga;Portugal;ultrices@In.edu;266536796;964176596
765022;Josephine Phelps;889497884;AB;-;M;28-01-1978;4608 Elit Avenue;4172-934;Guimarães;Portugal;turpis.non.enim@nislNullaeu.com;254822887;927237674
333312;Gisela Fernandez;274937236;B;-;F;10-11-1977;4100 Non, Rd.;4966-441;Lisboa;Portugal;Suspendisse.non.leo@tristiquealiquetPhasellus.net;285414576;945719764
120201;Kasper Rush;981111992;B;-;M;01-10-1965;Ap #797-7041 Vulputate Street;4854-387;Barcelos;Portugal;Lorem.ipsum.dolor@taciti.org;279466998;986492922
663996;Uriah Riggs;181608269;A;+;F;01-12-1973;P.O. Box 839, 9636 Eros. St.;4556-168;Coimbra;Portugal;Lorem.ipsum.dolor@pellentesque.com;273462648;943178741
542525;Nathaniel Russell;258219617;A;+;F;16-05-1988;3178 Porttitor Avenue;4796-377;Guimarães;Portugal;nec.quam.Curabitur@magnisdisparturient.co.uk;251663797;953986652
603426;Madison Webster;428281350;A;-;F;18-10-1975;932-3304 Arcu. Rd.;4412-827;Lisboa;Portugal;erat.eget.ipsum@Maurisvelturpis.com;223718345;955232199
124175;Jack Kidd;832815444;AB;-;F;11-03-1961;Ap #151-9910 Faucibus. Street;4848-619;Braga;Portugal;quam@libero.co.uk;239627794;926612317
284599;Sigourney Velez;119898897;A;+;F;26-12-1993;P.O. Box 171, 5292 Non Avenue;4827-737;Porto;Portugal;Curabitur.egestas.nunc@intempus.co.uk;216729461;925865647
654004;Lana Olsen;467357368;AB;-;M;01-08-1968;P.O. Box 489, 8996 Accumsan Av.;4513-148;Lisboa;Portugal;scelerisque.neque@euligulaAenean.ca;219841532;928838563
850207;Malachi Meadows;332712005;A;-;M;28-07-1974;Ap #732-2983 Lorem, Road;4879-589;Porto;Portugal;natoque@magnaSuspendissetristique.ca;286614633;919443314
118491;Jonah Cooley;424419961;O;-;F;15-12-1963;298-8836 Massa. Ave;4996-241;Porto;Portugal;cursus@Donecvitae.ca;213589924;951632617
425516;Teagan Bradshaw;940147279;AB;-;M;26-05-1957;118 Quisque Av.;4514-925;Coimbra;Portugal;gravida.molestie.arcu@semper.ca;238838113;948435219
709059;Aiko Burnett;811090994;B;+;F;22-05-1982;Ap #858-6057 Nam St.;4727-147;Braga;Portugal;Suspendisse.dui.Fusce@aliquetPhasellusfermentum.net;294635879;996175194
908223;Yetta Clark;217029263;B;+;F;25-02-1966;P.O. Box 384, 1310 Eu Rd.;4311-329;Lisboa;Portugal;ipsum@odioAliquam.ca;296256978;933796184
677947;Abigail Greer;837447659;A;+;F;20-06-1965;Ap #710-6969 Vehicula Road;4755-331;Braga;Portugal;Donec@eu.org;225523867;933776276
412888;Hop Valdez;804348553;O;-;F;16-05-1974;905 Est Road;4197-488;Braga;Portugal;odio.sagittis@rutrumloremac.co.uk;229337964;949281744
577475;Zelenia Bonner;747762799;A;+;M;30-04-1965;586-4840 In St.;4939-833;Porto;Portugal;ut.odio.vel@iaculisaliquetdiam.org;291246624;987246436
104557;Diana Atkinson;971174095;B;+;F;10-05-1980;696-615 Semper Rd.;4366-993;Barcelos;Portugal;pede.Praesent@orcitinciduntadipiscing.net;264854468;917318518
276896;Juliet Macias;895400863;B;+;F;25-06-1978;Ap #422-9490 Tristique Rd.;4287-563;Coimbra;Portugal;Suspendisse@ataugue.co.uk;289369291;991198432
283061;Edan Estes;741954683;A;-;M;24-12-1992;585-6456 Tincidunt Rd.;4697-995;Barcelos;Portugal;velit.Aliquam.nisl@Uttinciduntorci.com;231969549;912392954
831319;Alika Wilkins;378727418;B;-;F;01-10-1991;P.O. Box 694, 2433 Pede. Avenue;4173-552;Barcelos;Portugal;est@fringillaDonecfeugiat.com;242484716;942572521
196505;Herrod Gonzalez;839001909;AB;+;F;16-07-1963;5602 Sed St.;4288-621;Guimarães;Portugal;gravida.nunc.sed@ipsumportaelit.com;241187728;915717396
127506;Yuli Nichols;953578356;B;+;F;26-07-1967;914-4289 Vel Rd.;4369-833;Lisboa;Portugal;aliquam@lacusQuisquepurus.ca;256311452;959997393
224205;September Estes;689123255;A;-;M;26-04-1960;3650 Euismod Rd.;4585-735;Guimarães;Portugal;Mauris@sempertellus.com;279378658;935173797
465922;Fleur Frank;834994701;AB;+;M;17-08-1972;Ap #527-5122 Purus Rd.;4933-673;Braga;Portugal;vulputate@eueleifendnec.ca;269887492;957927136
413227;Leslie Garner;236680809;B;+;F;13-11-1960;651-8073 In, Road;4342-938;Porto;Portugal;a.felis.ullamcorper@quamelementumat.ca;283413151;991444759
341376;Claudia Fletcher;343870031;A;+;M;23-03-1963;Ap #173-8898 Tellus. Street;4343-715;Coimbra;Portugal;tellus.Nunc@arcuCurabiturut.ca;251369172;957228271
218092;Carl Hardin;640115625;B;+;M;17-09-1972;376-8008 Diam Rd.;4954-831;Braga;Portugal;Nam@justo.com;298646654;918648463
608679;Cassidy Brewer;301284772;A;+;F;30-01-1964;P.O. Box 167, 3604 Nunc Ave;4152-376;Lisboa;Portugal;Etiam.bibendum.fermentum@risus.com;297834866;915456321
603920;Xantha Arnold;630462512;O;+;F;25-08-1990;P.O. Box 915, 4692 Mus. Rd.;4114-774;Guimarães;Portugal;vehicula@Sed.edu;274815112;993395685
766676;Hilda Gaines;906836203;A;+;F;13-08-1988;P.O. Box 540, 3032 Cursus Street;4645-128;Guimarães;Portugal;mattis.Integer@Nunclaoreetlectus.com;219532785;995598879
134788;Barry Garrett;287180967;AB;-;F;31-03-1972;492-342 Lorem St.;4726-716;Guimarães;Portugal;venenatis.vel.faucibus@euduiCum.ca;248587936;978352671
266059;Reese Rodgers;226652799;O;+;M;01-12-1987;Ap #882-7276 Amet Street;4861-612;Guimarães;Portugal;eu.augue@augueacipsum.net;251777297;916697587
231222;Nolan Collins;307063649;AB;+;F;26-06-1975;P.O. Box 295, 8149 Pede. Rd.;4819-859;Lisboa;Portugal;mollis@quam.com;233151496;963925877
325532;Wynter Larson;789430470;B;-;M;22-10-1983;166-2274 Fusce Rd.;4146-839;Guimarães;Portugal;arcu@ac.net;227658134;995624238
281830;Brenna Snyder;225648865;O;-;M;27-02-1957;P.O. Box 430, 1321 Elementum, Av.;4212-817;Barcelos;Portugal;aliquet.metus@iaculisneceleifend.org;298673254;995221651
916853;Mufutau Bradford;729624583;B;-;M;16-03-1976;3027 A Ave;4381-887;Porto;Portugal;convallis@vulputate.net;271261469;979766872
956041;Ariana Barnett;339411303;A;-;M;07-02-1978;2967 A, Rd.;4689-533;Guimarães;Portugal;Mauris@nonjustoProin.co.uk;222272679;944218956
465990;Jamalia Berger;384524110;AB;+;F;03-10-1961;P.O. Box 614, 9135 Id, St.;4872-936;Porto;Portugal;Class@pharetranibh.edu;267843125;997965854
602680;Adam Buckner;934525134;B;-;F;26-02-1961;Ap #782-2199 Quis Street;4631-122;Guimarães;Portugal;a@lacuspede.net;274552817;912973872
233236;Uma Roth;213166057;O;+;F;17-01-1970;8765 Nullam Street;4939-594;Guimarães;Portugal;litora.torquent@arcuac.edu;242749957;986274498
279588;Amena Boone;831699178;AB;-;F;29-04-1993;P.O. Box 723, 1943 Dolor Av.;4145-561;Barcelos;Portugal;adipiscing.Mauris.molestie@viverra.edu;296364987;913321831
232743;Joy Lawrence;159047227;AB;-;M;29-11-1982;Ap #150-2854 Cursus, Avenue;4428-743;Lisboa;Portugal;posuere@lacusAliquamrutrum.edu;244525724;927136446
414515;Kasper Whitley;617112220;B;+;M;09-04-1993;P.O. Box 199, 5907 Ut, Ave;4565-474;Barcelos;Portugal;bibendum.Donec@Aliquam.com;289228354;995256775
974012;Uma Patrick;886961622;AB;+;F;28-05-1960;Ap #994-8743 Ultrices Avenue;4831-944;Porto;Portugal;nec@Maurisnulla.com;236936614;979736964
280886;Harding Bush;898919713;B;+;M;29-01-1976;P.O. Box 990, 9086 Mus. St.;4975-876;Guimarães;Portugal;dolor@arcu.com;277743961;956734526
244472;Len Dunlap;136832580;B;+;M;23-01-1957;868-1675 Consectetuer, St.;4645-392;Barcelos;Portugal;erat.Vivamus.nisi@quislectusNullam.org;282159754;963131664
562710;Belle Mcleod;396893239;O;+;M;12-02-1981;Ap #615-6618 Mauris. Street;4958-189;Coimbra;Portugal;ante.ipsum.primis@odioEtiamligula.com;251651193;941435664
837457;Keefe Mcconnell;785204977;A;-;M;05-06-1979;1318 Euismod Road;4288-669;Braga;Portugal;amet.massa.Quisque@sagittis.co.uk;213299416;932654129
899220;Kibo Rojas;495957404;A;-;F;15-04-1967;174-4711 Dolor. Street;4571-398;Guimarães;Portugal;interdum.libero@metusfacilisis.net;254246148;922931496
414407;Burton Rosario;899156435;O;-;M;19-02-1955;8374 Ut Av.;4453-174;Lisboa;Portugal;metus.Aliquam.erat@rhoncusProinnisl.net;241856354;999156118
889426;Zoe Mcbride;331676503;AB;-;F;21-05-1968;384-2340 Eget St.;4434-212;Lisboa;Portugal;turpis@mifringillami.ca;255252152;979782519
666466;Ralph Marshall;617141222;AB;-;F;29-09-1962;905-2408 Natoque Rd.;4672-841;Porto;Portugal;vel@purusmaurisa.co.uk;215573467;994941571
962236;Xantha Jennings;631555276;AB;-;M;16-09-1974;P.O. Box 861, 3411 Pellentesque Av.;4264-648;Coimbra;Portugal;erat.volutpat.Nulla@velsapien.org;254619221;993765588
109957;Jackson Singleton;473836109;B;+;F;11-08-1973;Ap #524-8797 Aliquet Ave;4774-966;Guimarães;Portugal;ac.tellus@dapibusligula.org;242864491;996996187
485596;Alexa Duran;567512313;B;+;M;25-10-1972;343-948 Vel St.;4462-336;Coimbra;Portugal;neque.sed@sitametrisus.edu;274375623;967926685
654651;Melissa Haney;561037552;AB;-;F;11-05-1957;652-4093 Vestibulum, Road;4135-784;Barcelos;Portugal;eget.mollis.lectus@sodalesnisimagna.ca;222647166;932764784
520863;Claire Ross;456998729;AB;-;M;14-11-1983;P.O. Box 877, 3743 Turpis Ave;4588-638;Porto;Portugal;libero.est@commodo.net;292545926;947556394
760861;Quinn Ratliff;496641078;O;-;F;09-02-1979;2542 Morbi Road;4838-854;Porto;Portugal;massa.rutrum@egestashendrerit.com;233621679;922734221
136749;Xenos Merrill;102657395;B;-;M;10-05-1978;P.O. Box 149, 603 Montes, Ave;4941-388;Braga;Portugal;elit.Aliquam@nec.ca;278712225;921485233
209230;Tanya Hahn;674014331;A;+;F;24-11-1981;937-5441 Eu, Avenue;4491-833;Coimbra;Portugal;tellus@gravidasit.edu;283975667;954918214
270329;Imogene Cote;938946305;O;+;M;03-03-1974;614-5685 Cras Ave;4788-573;Coimbra;Portugal;tristique.neque.venenatis@eusem.net;292393552;992311697
875850;Jessica Macdonald;165827423;O;-;M;14-04-1988;490-2100 Adipiscing Av.;4447-836;Barcelos;Portugal;Quisque.ac.libero@asollicitudin.ca;254665796;989847371
309768;Helen Garrison;294412640;A;-;F;01-12-1990;P.O. Box 293, 6604 At St.;4262-349;Coimbra;Portugal;ante.Nunc@asollicitudin.co.uk;247358713;917337258
837937;Aiko Pace;269017801;B;+;F;25-01-1962;457-762 Nunc Rd.;4164-494;Guimarães;Portugal;semper.rutrum.Fusce@orciDonec.edu;241927895;934127857
746422;Quail Farley;584176560;O;+;M;29-05-1955;182-5323 Proin Rd.;4846-384;Braga;Portugal;urna.et@Duissit.ca;214415116;936334368
746804;Tatum Bray;952331541;A;-;M;04-06-1959;680-7776 Ultrices Street;4368-668;Porto;Portugal;Pellentesque.habitant@Quisque.ca;227898346;976893478
181876;Seth Randall;871328601;A;+;F;12-08-1978;234-6163 Nisi. Road;4516-552;Guimarães;Portugal;sollicitudin.adipiscing.ligula@vulputatelacusCras.ca;268127932;973628367
976545;Davis Nunez;744856889;AB;+;F;07-08-1984;1965 Sed Ave;4466-298;Coimbra;Portugal;sit@euismod.net;256624813;977167262
826596;Tallulah Holder;385514168;O;+;F;04-05-1980;360-4420 Integer St.;4461-952;Braga;Portugal;feugiat.tellus.lorem@imperdietornareIn.edu;223735528;956359642
742900;Kato Levine;244041086;A;+;F;09-06-1978;739-2231 Sed Ave;4614-196;Lisboa;Portugal;orci@disparturient.edu;282464476;989164125
972368;Macaulay England;851020805;B;-;M;08-07-1993;P.O. Box 264, 7965 Arcu Rd.;4361-773;Lisboa;Portugal;dictum.placerat@egestas.edu;266655161;911238395
241423;Ezekiel Key;103254221;O;-;F;09-10-1984;Ap #122-7392 Lobortis St.;4286-839;Lisboa;Portugal;diam@nisi.com;252289572;961561393
232855;Mollie Mckay;404431727;AB;-;F;14-04-1978;4328 Egestas Rd.;4453-358;Coimbra;Portugal;mi.lorem@scelerisque.net;281662161;984633938
998204;Hector Best;627206763;AB;-;M;07-06-1978;P.O. Box 412, 6328 Id, Rd.;4411-287;Braga;Portugal;non@convallis.ca;212689586;965996975
246912;Zephr Clements;543302061;O;-;F;15-09-1979;P.O. Box 324, 4327 Ipsum St.;4954-818;Lisboa;Portugal;luctus.lobortis@auguescelerisquemollis.ca;247945998;931456471
911159;Kiara Johnston;246209083;B;+;F;26-09-1967;934-2558 Nam Av.;4434-931;Lisboa;Portugal;malesuada.vel.venenatis@acmattisvelit.net;217437478;939683547
112661;Emma Henderson;976351050;B;-;F;09-02-1961;530-8103 Quisque St.;4758-413;Guimarães;Portugal;Mauris.nulla@urna.com;233438443;969556989
306231;Benjamin Nolan;482242322;A;+;M;06-04-1964;8125 Mollis Street;4556-325;Guimarães;Portugal;Cras@nec.com;251544974;916357113
893658;Daniel Lott;711737113;AB;+;F;27-03-1985;P.O. Box 143, 9364 Aenean Street;4241-828;Barcelos;Portugal;pellentesque@malesuadautsem.edu;246446481;913826522
517539;Julie Barker;100778775;AB;+;M;18-04-1975;Ap #434-3792 Erat Rd.;4752-496;Barcelos;Portugal;arcu@ut.com;284526246;939792553
971672;Maris Sharp;271160607;A;+;M;19-04-1960;P.O. Box 508, 8499 Viverra. Road;4976-455;Lisboa;Portugal;nulla.Integer.vulputate@nonummyFusce.co.uk;244795974;972464888
125912;Keiko Burke;380285958;A;+;F;27-01-1992;150-452 Penatibus Rd.;4874-776;Barcelos;Portugal;aliquet.lobortis.nisi@diamvelarcu.edu;295554611;969427953
811732;Scarlett Garrison;477976081;A;+;F;12-08-1992;9005 Porttitor Av.;4365-529;Porto;Portugal;eros.Nam@aliquam.ca;212816874;969359112
185858;Wendy Lynn;874629766;O;-;M;19-01-1980;Ap #818-3608 Ornare. Street;4395-227;Porto;Portugal;Duis.dignissim.tempor@rutrummagnaCras.net;226612734;939389444
832352;Kai Calhoun;508335693;O;+;M;10-10-1955;Ap #605-906 Rutrum Av.;4281-491;Porto;Portugal;fringilla@velit.net;289993599;995361517
256157;Rhona Delaney;676533096;A;+;F;20-11-1993;980-9272 Hendrerit Av.;4824-187;Lisboa;Portugal;Cras.lorem@Nam.net;289742521;911735113
276604;Vaughan Barry;161957763;O;+;M;24-07-1957;Ap #286-3023 Molestie Rd.;4755-514;Barcelos;Portugal;Praesent.luctus.Curabitur@mienimcondimentum.com;242473397;923729797
289673;Lillith Cook;485841182;AB;-;F;04-09-1993;Ap #926-6093 Tristique Road;4433-124;Lisboa;Portugal;risus@fringillacursuspurus.ca;233946473;976778351
864707;Shaine Mccarty;592067817;A;-;F;12-02-1980;8761 Et Street;4225-118;Porto;Portugal;est@mollislectus.net;256685931;946889369
953227;Jolie Fox;707472595;AB;+;M;18-12-1956;782-2551 Mi. Road;4799-587;Braga;Portugal;non.quam.Pellentesque@blanditcongue.ca;286754723;933579911
379653;Stella Terrell;770629232;O;-;F;07-01-1981;Ap #113-6449 Morbi Ave;4423-777;Porto;Portugal;et.rutrum@mieleifend.co.uk;289841465;951958478
476864;Carissa Hahn;145447343;AB;+;M;17-04-1992;8116 Imperdiet St.;4341-144;Braga;Portugal;Integer.eu.lacus@augueSedmolestie.ca;269418518;958315543
412277;Pearl Hunt;588973700;B;+;M;21-02-1982;1832 Montes, St.;4288-641;Braga;Portugal;nec@posuerecubiliaCurae.org;276123368;912568564
285054;Xyla Bolton;748788041;A;-;F;04-08-1956;P.O. Box 602, 2674 A, Street;4638-755;Lisboa;Portugal;mi@ipsum.com;279296639;988935213
782656;Calista Church;806201826;B;+;M;18-03-1974;9599 Justo. Rd.;4455-364;Guimarães;Portugal;accumsan.laoreet@incursus.com;292736295;992627258
610820;Inez Robles;272610142;AB;-;F;18-02-1991;5480 Sapien. St.;4147-748;Porto;Portugal;sed@Etiamvestibulummassa.net;256132538;928431298
833831;Hayfa Duncan;927745707;AB;+;M;26-05-1964;Ap #373-3886 Eu Rd.;4858-533;Barcelos;Portugal;Pellentesque.ultricies@nuncrisus.co.uk;266791818;946671317
954426;Avye Brewer;835630188;AB;+;F;24-08-1991;Ap #850-4606 Et, Av.;4874-236;Coimbra;Portugal;non.dui@DonecegestasDuis.ca;248748646;986786438
392258;Micah Wall;434252388;AB;+;F;25-04-1956;Ap #210-6370 Elit St.;4613-347;Barcelos;Portugal;tristique.senectus.et@consequatlectus.edu;253952355;928833369
162023;Vincent Nichols;174952391;A;-;M;10-09-1980;P.O. Box 669, 1545 Sed St.;4217-161;Coimbra;Portugal;cursus.Nunc@gravidasitamet.org;281262124;992218197
516948;Taylor Puckett;230513603;O;-;F;29-05-1984;Ap #278-2876 Mauris Avenue;4875-693;Porto;Portugal;ultricies.ligula.Nullam@sit.co.uk;284735348;992774139
126511;Jade Tran;680312602;B;-;M;15-10-1960;Ap #956-1006 Magna. Rd.;4377-789;Braga;Portugal;eleifend.vitae.erat@Nullam.co.uk;227562689;921122698
797088;Kennedy Horn;897618114;A;-;M;04-02-1981;P.O. Box 185, 4114 Odio, Av.;4558-391;Lisboa;Portugal;velit.Sed.malesuada@tincidunttempus.edu;242592965;963137848
419870;Knox Calhoun;846277781;AB;+;F;18-10-1960;964-423 Ligula. Road;4558-332;Coimbra;Portugal;semper.erat@fringillaDonecfeugiat.net;298795988;944261822
898933;Nigel Cash;282986404;AB;-;F;13-01-1958;5828 Nec Rd.;4967-847;Lisboa;Portugal;iaculis.nec@loremvitae.ca;295374171;944638868
442056;Mollie Snow;745673796;A;-;M;10-10-1958;Ap #648-7457 Donec Avenue;4335-331;Coimbra;Portugal;Nulla.aliquet.Proin@scelerisque.org;289924217;926125242
416024;Rinah Cardenas;317604491;O;-;F;24-04-1991;3950 Nisl Street;4522-826;Barcelos;Portugal;nec.urna@etmalesuadafames.ca;282623332;942381264
270199;Kasper Ballard;941126355;AB;-;F;26-06-1973;389-1097 Ut Avenue;4851-121;Barcelos;Portugal;natoque.penatibus@nonmassa.edu;258795631;955373542
179399;Vielka Petersen;366645704;O;+;M;01-04-1965;9756 Sem, St.;4441-157;Guimarães;Portugal;ut.dolor@Pellentesqueultricies.org;219926717;948223491
166537;Lydia Frost;355815138;A;+;F;26-01-1970;5233 Penatibus St.;4733-911;Porto;Portugal;mollis.Integer.tincidunt@egestas.edu;237883899;926934616
286907;Ivory Hahn;721149953;A;-;M;21-04-1976;P.O. Box 224, 319 Mattis Av.;4299-515;Guimarães;Portugal;convallis@sed.edu;296254914;933512159
991119;Felix Bates;821356715;O;-;M;21-09-1978;Ap #657-1316 Posuere St.;4395-213;Porto;Portugal;massa.Vestibulum.accumsan@velmauris.ca;298767475;989584843
136550;Phelan Palmer;855619642;B;+;F;11-04-1989;9928 Cras Avenue;4677-235;Lisboa;Portugal;ut@pellentesque.ca;217418576;912425357
833205;Sarah Fields;779048095;A;-;M;18-07-1972;293-4678 Penatibus Street;4244-737;Braga;Portugal;erat.vel@ligulaeuenim.org;282429131;992769113
315396;Megan Conner;574558395;AB;-;F;15-03-1989;998-3449 Aliquet St.;4948-612;Porto;Portugal;nec.enim.Nunc@Aeneangravida.co.uk;255234425;956848976
871695;Serena Wood;276228722;AB;+;M;06-07-1955;695-9636 Orci, Avenue;4238-894;Braga;Portugal;facilisis.eget.ipsum@ridiculusmus.ca;284727689;913593249
835626;Jared Richard;949564115;O;+;F;11-10-1968;Ap #441-7097 Ullamcorper St.;4364-316;Coimbra;Portugal;eget.mollis@acturpisegestas.ca;221281769;983268231
882175;Yoshi Ramsey;494822509;AB;+;M;23-09-1961;1715 Sed Ave;4285-857;Braga;Portugal;odio.sagittis@nectellusNunc.com;263297174;946175713
180238;Xanthus Fitzpatrick;641287828;A;+;M;12-04-1992;Ap #961-5393 Tristique Rd.;4391-531;Lisboa;Portugal;magna.Nam.ligula@Aliquam.ca;259318125;926267888
283387;Kieran Melton;394119571;A;+;F;18-12-1992;Ap #449-7158 Vehicula Road;4538-622;Coimbra;Portugal;ut.mi.Duis@rhoncusidmollis.edu;237737421;988634599
773763;Tatiana Gordon;945835026;A;-;M;18-05-1977;716-3882 Diam. Rd.;4318-151;Coimbra;Portugal;feugiat.non@eratneque.ca;223288476;987481757
377582;Desirae Navarro;823762997;B;+;F;08-09-1972;9795 Tristique Rd.;4286-198;Lisboa;Portugal;dis.parturient.montes@Etiam.ca;237148665;941135114
888925;Lisandra Farley;416855030;O;+;F;18-09-1979;P.O. Box 365, 8225 Lacus. Rd.;4371-734;Coimbra;Portugal;in.molestie.tortor@risus.edu;274892664;983462182
418233;Tyrone French;606963969;A;+;F;23-07-1959;725-8640 Nibh Road;4168-713;Coimbra;Portugal;augue@malesuadavel.org;294582426;966666127
657648;Kiayada Stevenson;893139435;A;+;M;08-10-1970;3155 Phasellus Rd.;4277-777;Porto;Portugal;molestie@libero.com;274521182;932232813
860248;Irene Cox;690454435;AB;-;M;12-08-1961;P.O. Box 310, 3251 At, Avenue;4526-969;Lisboa;Portugal;libero.Donec.consectetuer@velpede.net;223194881;912994745
411508;Quamar Bryan;849218309;A;+;F;15-03-1990;7373 Nec Street;4452-831;Barcelos;Portugal;augue.Sed@auguescelerisque.ca;241131785;976956724
836121;Tobias Mccormick;255590298;O;-;M;23-04-1961;574-7972 Sem Avenue;4884-955;Braga;Portugal;tristique.neque@ut.org;284343881;933215899
888498;Keane Talley;117405296;O;-;F;23-02-1960;4637 Lacus. Av.;4433-569;Porto;Portugal;faucibus@Crasvulputatevelit.com;243975611;934237498
342908;Quintessa Wagner;283184066;O;+;M;02-12-1989;Ap #759-2786 At Rd.;4682-648;Braga;Portugal;aliquet.vel@consectetuer.net;228916221;992674661
845478;Boris Pennington;164932570;AB;+;M;07-10-1967;6478 Euismod Rd.;4499-339;Braga;Portugal;nisl.Nulla@nulla.org;218489868;914223462
156607;Calvin Horne;774163481;O;+;M;27-01-1977;9671 Ac Av.;4115-661;Braga;Portugal;id.magna@Curabituregestas.ca;286556941;946782488
